candidate,reference,bertscore_P,bertscore_R,bertscore_F1,moverscore,sms
Il corso di Deep Learning è tenuto da Mirko Marras e inizia alle 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.854792058467865,0.8233747482299805,0.8387892842292786,,0.9599974155426025
Il corso di Deep Learning è insegnato da Mirko Marras e inizia alle 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8483148217201233,0.8280558586120605,0.8380629420280457,,0.9582263231277466
Il corso di Deep Learning è insegnato da Mirko Marras e inizia alle 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8483148217201233,0.8280558586120605,0.8380629420280457,,0.9582263231277466
Il corso di Deep Learning è insegnato da Mirko Marras e inizia alle 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8483148217201233,0.8280558586120605,0.8380629420280457,,0.9582263231277466
Il corso di Deep Learning è insegnato da Mirko Marras e inizia alle 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8483148217201233,0.8280558586120605,0.8380629420280457,,0.9582263231277466
Il corso di Deep Learning è insegnato da Mirko Marras e inizia alle 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8483148217201233,0.8280558586120605,0.8380629420280457,,0.9582263231277466
Il corso di Deep Learning è insegnato da Mirko Marras e inizia alle 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8483148217201233,0.8280558586120605,0.8380629420280457,,0.9582263231277466
Il corso di Deep Learning è insegnato da Mirko Marras e inizia alle 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8483148217201233,0.8280558586120605,0.8380629420280457,,0.9582263231277466
Il corso di Deep Learning è insegnato da Mirko Marras e inizia alle 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8483148217201233,0.8280558586120605,0.8380629420280457,,0.9582263231277466
Il corso di Deep Learning è insegnato da Mirko Marras e inizia alle 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8483148217201233,0.8280558586120605,0.8380629420280457,,0.9582263231277466
