candidate,reference,bertscore_P,bertscore_R,bertscore_F1,moverscore,sms
Roberto Tonelli è il professore di Programmazione.,Il professore di Programmazione è Roberto Tonelli.,0.9178498387336731,0.9178498387336731,0.9178498387336731,,0.9932634830474854
Roberto Tonelli è il professore di Programmazione.,Il professore di Programmazione è Roberto Tonelli.,0.9178498387336731,0.9178498387336731,0.9178498387336731,,0.9932634830474854
Roberto Tonelli è il professore di Programmazione.,Il professore di Programmazione è Roberto Tonelli.,0.9178498387336731,0.9178498387336731,0.9178498387336731,,0.9932634830474854
Roberto Tonelli è il professore di Programmazione.,Il professore di Programmazione è Roberto Tonelli.,0.9178498387336731,0.9178498387336731,0.9178498387336731,,0.9932634830474854
Roberto Tonelli è il professore di Programmazione.,Il professore di Programmazione è Roberto Tonelli.,0.9178498387336731,0.9178498387336731,0.9178498387336731,,0.9932634830474854
Roberto Tonelli è il professore di Programmazione.,Il professore di Programmazione è Roberto Tonelli.,0.9178498387336731,0.9178498387336731,0.9178498387336731,,0.9932634830474854
Roberto Tonelli è il professore di Programmazione.,Il professore di Programmazione è Roberto Tonelli.,0.9178498387336731,0.9178498387336731,0.9178498387336731,,0.9932634830474854
Roberto Tonelli è il professore di Programmazione.,Il professore di Programmazione è Roberto Tonelli.,0.9178498387336731,0.9178498387336731,0.9178498387336731,,0.9932634830474854
Roberto Tonelli è il professore di Programmazione.,Il professore di Programmazione è Roberto Tonelli.,0.9178498387336731,0.9178498387336731,0.9178498387336731,,0.9932634830474854
Roberto Tonelli è il professore di Programmazione.,Il professore di Programmazione è Roberto Tonelli.,0.9178498387336731,0.9178498387336731,0.9178498387336731,,0.9932634830474854
