candidate,reference,bertscore_P,bertscore_R,bertscore_F1,moverscore,sms
Il docente di Database (Giuliano Armano) ha un corso.,Il docente di Database ha un solo corso.,0.8172640800476074,0.9098466634750366,0.861073911190033,,0.7777972221374512
Il docente di Database (Giuliano Armano) ha un corso.,Il docente di Database ha un solo corso.,0.8172640800476074,0.9098466634750366,0.861073911190033,,0.7777972221374512
Il docente di Database (Giuliano Armano) ha un corso.,Il docente di Database ha un solo corso.,0.8172640800476074,0.9098466634750366,0.861073911190033,,0.7777972221374512
Il docente di Database (Giuliano Armano) ha un corso.,Il docente di Database ha un solo corso.,0.8172640800476074,0.9098466634750366,0.861073911190033,,0.7777972221374512
Il docente di Database (Giuliano Armano) ha un corso.,Il docente di Database ha un solo corso.,0.8172640800476074,0.9098466634750366,0.861073911190033,,0.7777972221374512
Il docente di Database (Giuliano Armano) ha un corso.,Il docente di Database ha un solo corso.,0.8172640800476074,0.9098466634750366,0.861073911190033,,0.7777972221374512
Il docente di Database (Giuliano Armano) ha un corso.,Il docente di Database ha un solo corso.,0.8172640800476074,0.9098466634750366,0.861073911190033,,0.7777972221374512
Il docente di Database (Giuliano Armano) ha un corso.,Il docente di Database ha un solo corso.,0.8172640800476074,0.9098466634750366,0.861073911190033,,0.7777972221374512
Il docente di Database (Giuliano Armano) ha un corso.,Il docente di Database ha un solo corso.,0.8172640800476074,0.9098466634750366,0.861073911190033,,0.7777972221374512
Il docente di Database (Giuliano Armano) ha un corso.,Il docente di Database ha un solo corso.,0.8172640800476074,0.9098466634750366,0.861073911190033,,0.7777972221374512
