candidate,reference,bertscore_P,bertscore_R,bertscore_F1,moverscore,sms
Il professore di Programmazione è Roberto Tonelli. [1],Il professore di Programmazione è Roberto Tonelli,0.8505014181137085,0.9465681314468384,0.8959670066833496,,0.825565293431282
Il professore di Programmazione è Roberto Tonelli. [1],Il professore di Programmazione è Roberto Tonelli,0.8505014181137085,0.9465681314468384,0.8959670066833496,,0.825565293431282
Il professore di Programmazione è Roberto Tonelli. [1],Il professore di Programmazione è Roberto Tonelli,0.8505014181137085,0.9465681314468384,0.8959670066833496,,0.825565293431282
Il professore di Programmazione è Roberto Tonelli. [1],Il professore di Programmazione è Roberto Tonelli,0.8505014181137085,0.9465681314468384,0.8959670066833496,,0.825565293431282
Il professore di Programmazione è Roberto Tonelli. [1],Il professore di Programmazione è Roberto Tonelli,0.8505014181137085,0.9465681314468384,0.8959670066833496,,0.825565293431282
Il professore di Programmazione è Roberto Tonelli. [1],Il professore di Programmazione è Roberto Tonelli,0.8505014181137085,0.9465681314468384,0.8959670066833496,,0.825565293431282
Il professore di Programmazione è Roberto Tonelli. [1],Il professore di Programmazione è Roberto Tonelli,0.8505014181137085,0.9465681314468384,0.8959670066833496,,0.825565293431282
Il professore di Programmazione è Roberto Tonelli. [1],Il professore di Programmazione è Roberto Tonelli,0.8505014181137085,0.9465681314468384,0.8959670066833496,,0.825565293431282
Il professore di Programmazione è Roberto Tonelli. [1],Il professore di Programmazione è Roberto Tonelli,0.8505014181137085,0.9465681314468384,0.8959670066833496,,0.825565293431282
Il professore di Programmazione è Roberto Tonelli. [1],Il professore di Programmazione è Roberto Tonelli,0.8505014181137085,0.9465681314468384,0.8959670066833496,,0.825565293431282
