candidate,reference,bertscore_P,bertscore_R,bertscore_F1,moverscore,sms
Mirko Marras è un professore e il corso inizia alle ore 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8558387160301208,0.8119585514068604,0.8333213925361633,,0.920613169670105
Mirko Marras è un professore e il corso inizia alle ore 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8558387160301208,0.8119585514068604,0.8333213925361633,,0.920613169670105
Mirko Marras è un professore e il corso inizia alle ore 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8558387160301208,0.8119585514068604,0.8333213925361633,,0.920613169670105
Mirko Marras è un professore e il corso inizia alle ore 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8558387160301208,0.8119585514068604,0.8333213925361633,,0.920613169670105
Mirko Marras è un professore e il corso inizia alle ore 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8558387160301208,0.8119585514068604,0.8333213925361633,,0.920613169670105
Mirko Marras è un professore e il corso inizia alle ore 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8558387160301208,0.8119585514068604,0.8333213925361633,,0.920613169670105
Mirko Marras è un professore e il corso inizia alle ore 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8558387160301208,0.8119585514068604,0.8333213925361633,,0.920613169670105
Mirko Marras è un professore e il corso inizia alle ore 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8558387160301208,0.8119585514068604,0.8333213925361633,,0.920613169670105
Mirko Marras è un professore e il corso inizia alle ore 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8558387160301208,0.8119585514068604,0.8333213925361633,,0.920613169670105
Mirko Marras è un professore e il corso inizia alle ore 14:00.,"Il docente di Deep Learning è Mirko Marras, ed il corso si tiene il lunedì dalle 14:00 alle 16:00",0.8558387160301208,0.8119585514068604,0.8333213925361633,,0.920613169670105
